date,product_type,quantity_produced,Hides_kg,Chrome_Chemicals_L,Dyes_kg,Salt_kg
2024-05-22,Wallet,54.0,17.49,5.54,3.11,4.61
2024-05-22,Custom,211.0,256.89,96.89,43.92,67.21
2024-05-23,Belt,91.0,41.21,12.41,6.19,9.24
2024-05-23,Bag,102.0,103.93,41.16,15.85,28.58
2024-05-23,Shoe Leather,214.0,134.7,58.39,20.73,40.88
2024-05-23,Jacket Leather,116.0,247.74,76.71,32.49,59.64
2024-05-23,Wallet,63.0,19.32,6.58,3.7,4.76
2024-05-23,Custom,188.0,262.65,89.82,40.48,61.19
2024-05-24,Belt,210.0,91.29,29.2,14.64,22.77
2024-05-24,Bag,46.0,49.73,19.5,6.8,12.25
2024-05-24,Shoe Leather,117.0,85.22,32.0,13.11,22.2
2024-05-24,Jacket Leather,79.0,152.17,53.51,21.31,39.93
2024-05-24,Wallet,76.0,24.3,8.49,4.23,6.74
2024-05-24,Custom,137.0,167.83,61.48,25.0,51.29
2024-05-25,Belt,41.0,15.61,6.26,3.16,4.58
2024-05-25,Bag,159.0,174.63,64.4,24.91,45.43
2024-05-25,Shoe Leather,154.0,104.15,45.54,15.68,33.69
2024-05-25,Jacket Leather,147.0,280.93,90.8,36.61,81.25
2024-05-25,Wallet,136.0,42.53,15.9,7.45,11.41
2024-05-25,Custom,41.0,53.42,19.13,7.34,12.73
2024-05-26,Belt,205.0,75.84,29.71,14.23,21.9
2024-05-26,Bag,181.0,195.35,76.55,31.71,47.85
2024-05-26,Shoe Leather,44.0,32.48,12.09,4.72,9.31
2024-05-26,Jacket Leather,167.0,342.84,122.04,41.55,96.03
2024-05-26,Wallet,87.0,29.06,8.5,5.34,6.84
2024-05-26,Custom,156.0,219.67,79.56,33.1,55.15
2024-05-27,Belt,193.0,81.3,27.68,12.89,21.52
2024-05-27,Bag,173.0,175.79,73.6,29.27,47.68
2024-05-27,Shoe Leather,169.0,110.85,47.28,18.09,34.55
2024-05-27,Jacket Leather,61.0,132.27,45.32,16.35,32.96
2024-05-27,Wallet,34.0,10.61,3.52,2.09,2.96
2024-05-27,Custom,108.0,158.08,45.51,20.76,37.23
2024-05-28,Belt,139.0,51.24,19.77,10.53,16.13
2024-05-28,Bag,64.0,75.05,26.62,11.23,16.87
2024-05-28,Shoe Leather,202.0,151.98,51.4,20.86,42.54
2024-05-28,Jacket Leather,201.0,373.52,127.56,59.95,107.35
2024-05-28,Wallet,186.0,57.82,17.85,11.84,15.18
2024-05-28,Custom,156.0,203.03,70.29,30.52,55.11
2024-05-29,Belt,99.0,41.51,14.54,6.78,11.0
2024-05-29,Bag,137.0,154.19,58.75,23.75,39.96
2024-05-29,Shoe Leather,48.0,34.31,13.3,4.74,9.13
2024-05-29,Jacket Leather,115.0,224.19,78.24,33.04,58.62
2024-05-29,Wallet,71.0,24.31,7.16,3.99,5.56
2024-05-29,Custom,166.0,204.55,70.67,30.38,57.59
2024-05-30,Belt,212.0,82.25,30.77,15.96,20.23
2024-05-30,Bag,200.0,205.7,80.49,33.59,55.81
2024-05-30,Shoe Leather,94.0,70.56,25.65,9.17,21.55
2024-05-30,Jacket Leather,36.0,75.37,24.36,9.09,20.29
2024-05-30,Wallet,139.0,45.72,16.08,8.22,12.0
2024-05-30,Custom,150.0,223.18,75.5,28.71,56.19
2024-05-31,Belt,33.0,13.27,4.91,2.3,3.42
2024-05-31,Bag,211.0,230.54,92.13,33.37,57.99
2024-05-31,Shoe Leather,86.0,57.09,21.08,8.78,18.21
2024-05-31,Jacket Leather,107.0,197.19,72.91,26.49,53.09
2024-05-31,Wallet,122.0,44.87,12.77,7.91,8.97
2024-05-31,Custom,76.0,105.24,35.4,14.85,25.65
2024-06-01,Belt,38.0,16.04,5.85,2.47,3.98
2024-06-01,Bag,172.0,187.15,64.96,30.55,44.53
2024-06-01,Shoe Leather,220.0,155.89,53.73,23.91,48.6
2024-06-01,Jacket Leather,35.0,71.22,24.09,10.11,19.04
2024-06-01,Wallet,190.0,68.93,20.27,10.17,15.85
2024-06-01,Custom,112.0,140.45,49.12,24.25,38.76
2024-06-02,Belt,227.0,90.72,32.76,16.07,23.06
2024-06-02,Bag,215.0,236.97,94.71,32.25,57.88
2024-06-02,Shoe Leather,144.0,106.71,37.72,14.59,28.45
2024-06-02,Jacket Leather,32.0,61.62,23.7,8.2,16.64
2024-06-02,Wallet,77.0,23.56,7.94,4.52,6.41
2024-06-02,Custom,136.0,165.24,69.55,25.23,49.34
2024-06-03,Belt,129.0,47.71,20.08,8.3,14.57
2024-06-03,Bag,200.0,218.73,79.45,33.59,48.46
2024-06-03,Shoe Leather,211.0,130.2,58.24,24.23,43.53
2024-06-03,Jacket Leather,204.0,449.8,148.73,51.5,108.72
2024-06-03,Wallet,160.0,55.4,16.35,9.97,13.28
2024-06-03,Custom,211.0,311.6,98.48,41.67,64.49
2024-06-04,Belt,182.0,80.53,23.79,12.58,17.22
2024-06-04,Bag,216.0,237.38,82.99,32.25,59.75
2024-06-04,Shoe Leather,75.0,48.46,21.59,7.96,15.34
2024-06-04,Jacket Leather,195.0,355.8,122.99,55.5,99.81
2024-06-04,Wallet,67.0,20.71,6.95,3.96,5.51
2024-06-04,Custom,173.0,222.68,76.13,34.42,52.85
2024-06-05,Belt,78.0,32.32,11.0,6.05,7.7
2024-06-05,Bag,112.0,133.33,41.77,16.9,27.42
2024-06-05,Shoe Leather,208.0,153.83,56.48,21.76,42.38
2024-06-05,Jacket Leather,146.0,293.79,98.44,43.11,87.01
2024-06-05,Wallet,228.0,71.42,24.19,12.66,18.18
2024-06-05,Custom,210.0,295.28,103.5,37.9,78.07
2024-06-06,Belt,76.0,31.45,9.7,4.77,8.28
2024-06-06,Bag,218.0,227.61,94.9,35.27,60.94
2024-06-06,Shoe Leather,102.0,64.64,25.17,11.82,22.0
2024-06-06,Jacket Leather,56.0,108.68,37.06,14.2,27.5
2024-06-06,Wallet,154.0,53.91,15.31,9.24,11.65
2024-06-06,Custom,214.0,315.45,91.52,40.79,70.66
2024-06-07,Belt,185.0,83.96,24.62,14.07,20.92
2024-06-07,Bag,211.0,227.65,89.21,36.49,58.4
2024-06-07,Shoe Leather,224.0,162.12,58.31,24.81,46.5
2024-06-07,Jacket Leather,227.0,448.48,155.28,55.66,114.27
2024-06-07,Wallet,69.0,24.58,6.77,4.0,5.76
2024-06-07,Custom,111.0,154.19,53.07,20.15,39.0
2024-06-08,Belt,202.0,81.07,26.21,13.18,23.36
2024-06-08,Bag,120.0,127.58,45.33,19.31,31.35
2024-06-08,Shoe Leather,151.0,106.75,40.72,15.71,31.01
2024-06-08,Jacket Leather,184.0,379.53,116.21,49.36,100.45
2024-06-08,Wallet,78.0,24.92,7.46,4.88,6.06
2024-06-08,Custom,172.0,246.56,82.03,32.65,61.11
2024-06-09,Belt,145.0,58.48,19.11,10.24,14.12
2024-06-09,Bag,216.0,215.57,84.44,34.97,59.69
2024-06-09,Shoe Leather,208.0,132.12,54.02,21.59,47.79
2024-06-09,Jacket Leather,70.0,130.57,46.09,17.41,35.02
2024-06-09,Wallet,153.0,51.92,14.8,9.25,12.74
2024-06-09,Custom,162.0,201.08,72.01,33.28,52.47
2024-06-10,Belt,216.0,95.8,31.0,16.52,23.35
2024-06-10,Bag,185.0,212.88,77.8,29.08,47.35
2024-06-10,Shoe Leather,75.0,47.36,19.16,7.38,14.92
2024-06-10,Jacket Leather,66.0,132.64,45.98,18.22,32.46
2024-06-10,Wallet,141.0,43.68,13.57,7.69,11.62
2024-06-10,Custom,49.0,63.61,22.7,10.51,15.08
2024-06-11,Belt,207.0,88.12,31.02,15.93,19.64
2024-06-11,Bag,134.0,147.06,57.71,22.87,38.7
2024-06-11,Shoe Leather,147.0,104.0,43.38,17.19,32.55
2024-06-11,Jacket Leather,130.0,243.99,91.35,33.84,63.74
2024-06-11,Wallet,153.0,46.69,17.6,8.1,11.83
2024-06-11,Custom,178.0,250.17,79.24,37.61,64.19
2024-06-12,Belt,167.0,71.29,25.7,12.07,18.8
2024-06-12,Bag,120.0,141.36,47.17,20.87,34.18
2024-06-12,Shoe Leather,124.0,78.18,32.26,11.86,24.43
2024-06-12,Jacket Leather,191.0,407.41,132.31,48.42,103.39
2024-06-12,Wallet,226.0,71.15,22.38,12.74,19.11
2024-06-12,Custom,92.0,111.75,43.64,20.11,33.58
2024-06-13,Belt,141.0,56.27,20.9,10.76,15.97
2024-06-13,Bag,216.0,241.67,91.63,31.99,62.04
2024-06-13,Shoe Leather,182.0,123.43,45.01,18.18,36.92
2024-06-13,Jacket Leather,118.0,258.15,76.78,34.21,68.39
2024-06-13,Wallet,66.0,21.46,7.61,3.55,5.85
2024-06-13,Custom,163.0,212.04,76.5,33.52,55.58
2024-06-14,Belt,151.0,59.62,19.34,9.93,14.31
2024-06-14,Bag,218.0,258.81,86.55,37.17,62.19
2024-06-14,Shoe Leather,106.0,77.98,27.38,11.89,23.88
2024-06-14,Jacket Leather,145.0,307.4,103.83,40.64,74.19
2024-06-14,Wallet,160.0,55.98,16.19,10.09,14.41
2024-06-14,Custom,211.0,266.65,105.96,43.74,74.0
2024-06-15,Belt,97.0,41.59,13.65,6.96,10.13
2024-06-15,Bag,170.0,202.71,76.39,30.56,45.01
2024-06-15,Shoe Leather,45.0,31.89,12.71,4.64,10.32
2024-06-15,Jacket Leather,56.0,104.44,38.83,14.42,28.97
2024-06-15,Wallet,113.0,42.43,12.45,6.85,8.87
2024-06-15,Custom,168.0,233.27,85.07,30.93,63.06
2024-06-16,Belt,229.0,86.91,28.91,16.29,26.66
2024-06-16,Bag,230.0,235.65,95.12,35.18,57.75
2024-06-16,Shoe Leather,197.0,123.71,52.39,18.93,40.83
2024-06-16,Jacket Leather,167.0,308.56,117.73,46.03,88.61
2024-06-16,Wallet,120.0,40.01,13.51,7.62,10.59
2024-06-16,Custom,165.0,218.91,76.79,31.22,59.19
2024-06-17,Belt,120.0,50.91,17.76,8.1,13.59
2024-06-17,Bag,103.0,121.19,40.92,15.32,26.06
2024-06-17,Shoe Leather,209.0,133.9,50.46,24.05,47.43
2024-06-17,Jacket Leather,54.0,116.32,38.46,15.19,31.26
2024-06-17,Wallet,105.0,39.04,10.94,5.67,8.66
2024-06-17,Custom,117.0,143.18,57.62,24.33,37.47
2024-06-18,Belt,223.0,82.5,34.69,14.8,21.31
2024-06-18,Bag,142.0,145.88,59.84,21.24,37.92
2024-06-18,Shoe Leather,149.0,100.4,41.8,15.8,33.96
2024-06-18,Jacket Leather,189.0,398.22,115.97,51.46,92.11
2024-06-18,Wallet,105.0,35.65,12.25,6.5,8.17
2024-06-18,Custom,102.0,152.04,51.51,18.6,36.23
2024-06-19,Belt,112.0,49.73,15.25,8.69,10.93
2024-06-19,Bag,165.0,193.53,61.57,29.96,48.83
2024-06-19,Shoe Leather,149.0,95.85,36.59,14.72,31.91
2024-06-19,Jacket Leather,223.0,425.91,147.29,59.37,132.54
2024-06-19,Wallet,163.0,55.37,16.59,8.76,14.68
2024-06-19,Custom,148.0,208.94,76.89,28.41,52.32
2024-06-20,Belt,146.0,65.33,21.53,9.82,14.86
2024-06-20,Bag,67.0,76.68,24.95,11.91,16.69
2024-06-20,Shoe Leather,99.0,73.78,25.24,11.24,19.4
2024-06-20,Jacket Leather,94.0,191.39,60.46,23.45,54.73
2024-06-20,Wallet,210.0,64.16,23.64,13.6,17.66
2024-06-20,Custom,144.0,185.65,65.84,28.08,49.48
2024-06-21,Belt,105.0,44.03,15.44,6.92,10.98
2024-06-21,Bag,177.0,203.92,76.69,30.09,44.44
2024-06-21,Shoe Leather,91.0,56.79,24.04,9.48,17.43
2024-06-21,Jacket Leather,192.0,366.48,124.29,57.12,109.04
2024-06-21,Wallet,68.0,21.67,7.05,4.39,5.19
2024-06-21,Custom,88.0,127.53,41.53,18.07,29.91
2024-06-22,Belt,195.0,77.63,28.29,12.87,19.1
2024-06-22,Bag,208.0,226.23,89.97,36.57,58.53
2024-06-22,Shoe Leather,76.0,46.8,19.71,7.68,16.45
2024-06-22,Jacket Leather,139.0,288.88,100.98,38.96,75.74
2024-06-22,Wallet,228.0,71.57,22.54,12.64,17.94
2024-06-22,Custom,89.0,122.82,42.18,18.81,31.79
2024-06-23,Belt,98.0,39.89,14.65,6.42,9.47
2024-06-23,Bag,44.0,46.08,18.85,6.52,12.4
2024-06-23,Shoe Leather,108.0,77.24,28.36,10.43,21.42
2024-06-23,Jacket Leather,123.0,230.98,80.12,30.3,72.2
2024-06-23,Wallet,167.0,55.64,16.7,10.46,13.27
2024-06-23,Custom,48.0,60.57,24.95,9.04,17.3
2024-06-24,Belt,187.0,75.94,25.13,12.0,21.35
2024-06-24,Bag,75.0,74.87,33.38,11.81,19.6
2024-06-24,Shoe Leather,216.0,135.33,52.28,22.88,46.56
2024-06-24,Jacket Leather,80.0,175.36,49.17,20.45,42.81
2024-06-24,Wallet,50.0,15.67,5.32,3.08,3.94
2024-06-24,Custom,216.0,288.85,101.42,41.84,80.13
2024-06-25,Belt,48.0,19.01,6.71,3.27,5.35
2024-06-25,Bag,82.0,95.1,32.7,14.32,24.21
2024-06-25,Shoe Leather,38.0,24.88,10.31,3.61,8.41
2024-06-25,Jacket Leather,166.0,305.04,110.7,46.49,88.72
2024-06-25,Wallet,195.0,66.04,21.18,11.43,16.62
2024-06-25,Custom,112.0,153.29,49.48,21.45,40.31
2024-06-26,Belt,78.0,31.14,10.04,5.51,8.03
2024-06-26,Bag,33.0,34.64,13.32,5.81,8.84
2024-06-26,Shoe Leather,44.0,30.81,12.38,4.83,9.35
2024-06-26,Jacket Leather,81.0,146.9,49.7,24.07,41.3
2024-06-26,Wallet,55.0,18.16,5.33,3.37,4.83
2024-06-26,Custom,79.0,108.68,38.83,16.63,29.55
2024-06-27,Belt,47.0,18.64,7.28,3.34,4.99
2024-06-27,Bag,135.0,134.56,53.66,23.78,37.36
2024-06-27,Shoe Leather,84.0,53.49,22.97,9.04,16.66
2024-06-27,Jacket Leather,86.0,159.68,62.13,24.99,43.39
2024-06-27,Wallet,168.0,53.17,18.55,9.94,14.22
2024-06-27,Custom,128.0,165.23,60.44,26.94,46.78
2024-06-28,Belt,205.0,90.62,29.9,14.24,23.74
2024-06-28,Bag,45.0,50.84,17.35,6.78,12.29
2024-06-28,Shoe Leather,41.0,29.25,10.18,4.15,8.72
2024-06-28,Jacket Leather,43.0,79.27,27.31,12.15,24.32
2024-06-28,Wallet,158.0,59.03,17.46,10.09,13.68
2024-06-28,Custom,133.0,168.07,60.39,26.56,40.84
2024-06-29,Belt,177.0,72.82,25.17,12.07,18.84
2024-06-29,Bag,41.0,47.22,15.97,7.13,10.8
2024-06-29,Shoe Leather,45.0,33.1,12.85,5.08,8.81
2024-06-29,Jacket Leather,206.0,453.36,136.91,53.11,116.55
2024-06-29,Wallet,70.0,21.61,7.4,3.99,6.3
2024-06-29,Custom,159.0,193.71,76.48,28.73,52.01
2024-06-30,Belt,156.0,70.81,22.14,11.3,15.62
2024-06-30,Bag,65.0,69.31,24.35,9.81,18.86
2024-06-30,Shoe Leather,81.0,50.58,20.71,9.15,16.66
2024-06-30,Jacket Leather,58.0,116.55,41.8,15.28,30.72
2024-06-30,Wallet,122.0,38.13,11.63,7.06,10.75
2024-06-30,Custom,49.0,61.02,22.67,10.1,18.11
2024-07-01,Belt,166.0,65.93,22.52,10.74,17.08
2024-07-01,Bag,159.0,168.01,72.09,28.14,43.46
2024-07-01,Shoe Leather,180.0,125.65,50.86,18.22,39.24
2024-07-01,Jacket Leather,117.0,236.62,84.0,30.11,60.71
2024-07-01,Wallet,50.0,16.86,4.89,2.75,4.18
2024-07-01,Custom,174.0,237.23,77.36,33.57,63.68
2024-07-02,Belt,144.0,54.36,21.45,11.06,16.06
2024-07-02,Bag,105.0,111.01,44.32,15.8,29.61
2024-07-02,Shoe Leather,52.0,38.27,13.66,4.98,11.63
2024-07-02,Jacket Leather,97.0,193.05,71.37,27.02,56.82
2024-07-02,Wallet,101.0,32.65,10.23,6.35,8.24
2024-07-02,Custom,34.0,48.77,16.68,6.54,10.87
2024-07-03,Belt,108.0,43.33,14.32,7.95,12.54
2024-07-03,Bag,171.0,178.01,69.85,26.02,50.98
2024-07-03,Shoe Leather,187.0,119.56,55.44,19.13,43.67
2024-07-03,Jacket Leather,126.0,260.41,77.33,30.76,67.51
2024-07-03,Wallet,124.0,40.31,11.77,7.26,9.95
2024-07-03,Custom,200.0,277.84,86.61,44.1,63.75
2024-07-04,Belt,125.0,56.41,18.35,8.58,14.5
2024-07-04,Bag,92.0,102.34,35.6,15.57,27.15
2024-07-04,Shoe Leather,76.0,48.54,21.84,8.44,14.58
2024-07-04,Jacket Leather,106.0,204.42,67.94,31.54,62.63
2024-07-04,Wallet,104.0,36.92,12.06,5.92,9.06
2024-07-04,Custom,36.0,52.62,15.81,7.9,11.57
2024-07-05,Belt,127.0,53.39,17.91,8.27,12.72
2024-07-05,Bag,54.0,55.15,20.18,8.53,14.55
2024-07-05,Shoe Leather,186.0,131.32,46.23,21.59,42.44
2024-07-05,Jacket Leather,193.0,424.07,121.69,53.2,107.89
2024-07-05,Wallet,170.0,52.74,17.15,10.17,13.26
2024-07-05,Custom,74.0,104.21,36.02,13.35,24.54
2024-07-06,Belt,187.0,73.87,26.47,14.2,19.65
2024-07-06,Bag,104.0,112.8,44.55,16.83,30.6
2024-07-06,Shoe Leather,178.0,133.09,50.02,17.12,40.47
2024-07-06,Jacket Leather,145.0,268.35,100.1,38.59,84.88
2024-07-06,Wallet,179.0,57.24,17.51,9.52,15.7
2024-07-06,Custom,43.0,57.92,19.2,8.48,15.68
2024-07-07,Belt,178.0,74.85,23.32,12.56,19.65
2024-07-07,Bag,46.0,49.0,17.67,6.97,11.88
2024-07-07,Shoe Leather,60.0,43.57,14.48,6.27,12.2
2024-07-07,Jacket Leather,143.0,289.14,102.12,42.76,70.11
2024-07-07,Wallet,157.0,49.15,18.2,9.48,13.62
2024-07-07,Custom,74.0,89.94,36.86,13.65,25.08
2024-07-08,Belt,207.0,93.07,28.93,13.95,22.19
2024-07-08,Bag,162.0,184.31,71.97,26.19,43.98
2024-07-08,Shoe Leather,143.0,92.58,38.85,16.49,32.18
2024-07-08,Jacket Leather,48.0,105.71,29.32,14.01,23.22
2024-07-08,Wallet,200.0,73.98,20.13,11.71,15.87
2024-07-08,Custom,82.0,105.21,37.62,18.05,25.2
2024-07-09,Belt,48.0,19.09,6.62,3.51,4.87
2024-07-09,Bag,80.0,78.45,30.13,14.16,21.44
2024-07-09,Shoe Leather,134.0,99.92,34.93,14.38,30.8
2024-07-09,Jacket Leather,104.0,218.08,77.85,29.32,57.33
2024-07-09,Wallet,67.0,25.24,7.19,3.55,5.26
2024-07-09,Custom,87.0,122.83,43.25,16.39,32.11
2024-07-10,Belt,104.0,46.47,13.47,6.67,10.18
2024-07-10,Bag,178.0,191.97,74.66,27.53,48.46
2024-07-10,Shoe Leather,41.0,26.63,10.08,4.47,7.97
2024-07-10,Jacket Leather,56.0,120.53,35.52,14.78,29.31
2024-07-10,Wallet,36.0,13.04,3.8,2.25,3.02
2024-07-10,Custom,131.0,188.83,58.19,24.65,44.72
2024-07-11,Belt,72.0,27.44,9.5,4.75,7.66
2024-07-11,Bag,134.0,159.19,55.92,23.74,33.42
2024-07-11,Shoe Leather,105.0,77.49,29.0,11.67,21.7
2024-07-11,Jacket Leather,166.0,311.44,107.57,45.71,94.03
2024-07-11,Wallet,198.0,73.9,19.77,11.23,17.62
2024-07-11,Custom,173.0,252.97,75.4,32.13,55.99
2024-07-12,Belt,73.0,31.6,9.33,4.66,7.55
2024-07-12,Bag,28.0,32.43,10.59,5.14,8.05
2024-07-12,Shoe Leather,67.0,44.1,20.07,7.0,14.1
2024-07-12,Jacket Leather,130.0,291.77,83.82,36.53,73.58
2024-07-12,Wallet,141.0,42.89,14.84,9.12,11.02
2024-07-12,Custom,181.0,263.01,76.76,38.9,61.31
2024-07-13,Belt,30.0,11.53,4.7,1.95,3.01
2024-07-13,Bag,195.0,197.99,75.9,34.61,48.04
2024-07-13,Shoe Leather,111.0,71.54,28.21,11.53,24.53
2024-07-13,Jacket Leather,48.0,94.31,35.65,14.08,27.31
2024-07-13,Wallet,124.0,38.21,12.55,6.9,10.17
2024-07-13,Custom,66.0,80.88,32.42,11.74,23.02
2024-07-14,Belt,183.0,72.4,23.44,13.48,17.37
2024-07-14,Bag,199.0,202.11,76.03,35.21,53.02
2024-07-14,Shoe Leather,129.0,93.89,33.39,13.51,28.65
2024-07-14,Jacket Leather,107.0,234.55,66.19,26.57,58.87
2024-07-14,Wallet,40.0,14.8,3.91,2.47,3.33
2024-07-14,Custom,192.0,231.83,85.6,38.48,68.48
2024-07-15,Belt,139.0,57.88,20.1,9.82,13.27
2024-07-15,Bag,99.0,105.65,38.87,17.74,24.57
2024-07-15,Shoe Leather,47.0,30.53,11.93,4.88,9.08
2024-07-15,Jacket Leather,165.0,332.8,104.59,42.81,91.65
2024-07-15,Wallet,185.0,67.26,20.71,9.99,15.7
2024-07-15,Custom,116.0,156.59,57.54,22.0,42.07
2024-07-16,Belt,154.0,57.02,22.34,9.88,16.05
2024-07-16,Bag,88.0,96.43,33.5,15.13,25.38
2024-07-16,Shoe Leather,43.0,26.68,10.68,4.88,9.1
2024-07-16,Jacket Leather,188.0,363.42,139.39,50.14,93.64
2024-07-16,Wallet,168.0,58.83,16.17,9.06,12.5
2024-07-16,Custom,149.0,199.17,76.06,27.47,49.6
2024-07-17,Belt,78.0,34.32,11.48,5.04,8.65
2024-07-17,Bag,116.0,134.84,44.32,18.81,31.08
2024-07-17,Shoe Leather,88.0,61.53,24.66,10.33,17.0
2024-07-17,Jacket Leather,48.0,94.66,31.32,11.53,23.44
2024-07-17,Wallet,133.0,46.73,14.51,7.2,11.29
2024-07-17,Custom,125.0,179.1,62.1,25.52,40.12
2024-07-18,Belt,151.0,66.43,22.21,10.56,14.46
2024-07-18,Bag,29.0,31.59,12.84,5.31,7.58
2024-07-18,Shoe Leather,183.0,125.63,44.98,21.34,37.62
2024-07-18,Jacket Leather,154.0,303.21,108.96,43.03,86.99
2024-07-18,Wallet,52.0,17.11,5.08,3.17,3.88
2024-07-18,Custom,184.0,229.94,90.6,40.52,69.25
2024-07-19,Belt,169.0,75.01,25.04,11.92,18.16
2024-07-19,Bag,124.0,144.23,55.29,19.35,33.99
2024-07-19,Shoe Leather,88.0,58.08,22.63,9.6,16.8
2024-07-19,Jacket Leather,47.0,94.91,32.44,12.93,25.31
2024-07-19,Wallet,36.0,11.23,4.03,2.16,2.77
2024-07-19,Custom,107.0,135.47,49.39,23.49,35.77
2024-07-20,Belt,116.0,42.77,14.77,8.3,13.09
2024-07-20,Bag,97.0,99.94,44.05,17.52,25.86
2024-07-20,Shoe Leather,74.0,51.85,20.37,8.24,16.26
2024-07-20,Jacket Leather,156.0,329.47,101.29,43.84,80.73
2024-07-20,Wallet,97.0,35.54,11.26,5.85,7.43
2024-07-20,Custom,200.0,260.98,96.26,38.53,72.33
2024-07-21,Belt,83.0,35.46,12.48,5.28,9.2
2024-07-21,Bag,125.0,148.55,49.38,18.52,33.4
2024-07-21,Shoe Leather,139.0,85.14,38.12,13.63,30.66
2024-07-21,Jacket Leather,99.0,188.77,69.07,24.13,53.21
2024-07-21,Wallet,50.0,15.86,5.62,2.96,4.5
2024-07-21,Custom,43.0,60.88,19.04,9.26,14.8
2024-07-22,Belt,38.0,16.73,5.35,2.91,4.38
2024-07-22,Bag,162.0,192.56,63.48,25.41,42.29
2024-07-22,Shoe Leather,84.0,56.46,21.43,9.55,16.54
2024-07-22,Jacket Leather,195.0,409.07,144.21,48.92,115.75
2024-07-22,Wallet,139.0,51.74,15.22,7.8,10.65
2024-07-22,Custom,134.0,193.26,60.76,27.18,45.79
2024-07-23,Belt,106.0,46.51,13.86,6.91,11.6
2024-07-23,Bag,138.0,159.68,57.19,20.67,35.14
2024-07-23,Shoe Leather,197.0,123.31,51.63,19.6,39.1
2024-07-23,Jacket Leather,69.0,144.83,44.91,16.9,37.13
2024-07-23,Wallet,104.0,35.36,10.11,5.99,8.23
2024-07-23,Custom,29.0,41.42,14.35,6.48,11.07
2024-07-24,Belt,125.0,47.53,19.14,8.42,12.48
2024-07-24,Bag,144.0,169.72,57.9,24.41,38.44
2024-07-24,Shoe Leather,39.0,25.47,11.11,4.5,9.01
2024-07-24,Jacket Leather,104.0,232.89,67.27,28.99,56.17
2024-07-24,Wallet,166.0,53.85,19.12,10.04,14.32
2024-07-24,Custom,163.0,212.14,81.56,33.89,53.3
2024-07-25,Belt,203.0,76.41,31.09,15.66,23.69
2024-07-25,Bag,136.0,149.85,51.2,20.05,39.91
2024-07-25,Shoe Leather,47.0,33.88,13.92,4.62,9.35
2024-07-25,Jacket Leather,120.0,267.42,88.79,32.37,68.76
2024-07-25,Wallet,140.0,52.53,14.28,7.44,12.06
2024-07-25,Custom,91.0,112.75,40.78,19.44,30.27
2024-07-26,Belt,56.0,21.05,7.73,3.88,5.95
2024-07-26,Bag,198.0,198.45,89.67,34.72,50.92
2024-07-26,Shoe Leather,207.0,130.44,57.85,22.96,46.47
2024-07-26,Jacket Leather,119.0,241.22,86.83,31.72,67.03
2024-07-26,Wallet,81.0,25.61,8.29,4.88,6.04
2024-07-26,Custom,140.0,190.1,72.57,27.74,50.79
2024-07-27,Belt,78.0,30.98,10.73,5.95,8.79
2024-07-27,Bag,38.0,42.21,15.35,5.78,9.38
2024-07-27,Shoe Leather,71.0,50.04,18.34,7.45,14.57
2024-07-27,Jacket Leather,146.0,286.0,99.83,36.7,86.81
2024-07-27,Wallet,47.0,16.6,5.09,2.64,3.44
2024-07-27,Custom,175.0,212.07,83.67,34.58,59.79
2024-07-28,Belt,189.0,81.89,28.05,12.32,21.6
2024-07-28,Bag,120.0,122.05,52.51,20.06,30.36
2024-07-28,Shoe Leather,154.0,103.55,37.78,16.55,33.23
2024-07-28,Jacket Leather,40.0,72.98,27.43,9.76,22.49
2024-07-28,Wallet,139.0,48.54,14.23,9.01,11.36
2024-07-28,Custom,185.0,239.19,93.9,40.19,56.42
2024-07-29,Belt,166.0,69.62,23.4,10.95,17.45
2024-07-29,Bag,177.0,180.87,77.8,28.84,47.62
2024-07-29,Shoe Leather,161.0,112.48,43.79,15.64,33.06
2024-07-29,Jacket Leather,197.0,436.31,132.84,49.54,101.82
2024-07-29,Wallet,36.0,11.42,3.74,2.31,3.1
2024-07-29,Custom,60.0,74.42,27.42,10.76,21.93
2024-07-30,Belt,195.0,82.33,28.72,13.52,19.75
2024-07-30,Bag,154.0,182.81,60.46,25.21,45.78
2024-07-30,Shoe Leather,115.0,80.25,33.66,11.07,23.44
2024-07-30,Jacket Leather,192.0,382.36,123.01,52.23,114.67
2024-07-30,Wallet,83.0,26.44,8.25,4.63,6.67
2024-07-30,Custom,67.0,99.38,30.8,12.34,23.97
2024-07-31,Belt,29.0,11.52,4.59,2.23,3.05
2024-07-31,Bag,55.0,55.25,24.06,9.29,13.45
2024-07-31,Shoe Leather,91.0,63.91,26.74,9.9,17.79
2024-07-31,Jacket Leather,89.0,177.68,66.65,23.65,51.06
2024-07-31,Wallet,123.0,38.03,13.43,7.49,9.74
2024-07-31,Custom,152.0,219.62,75.87,28.43,55.16
2024-08-01,Belt,168.0,64.03,25.96,11.06,18.05
2024-08-01,Bag,169.0,185.85,71.73,24.97,50.21
2024-08-01,Shoe Leather,54.0,36.82,13.84,5.96,10.24
2024-08-01,Jacket Leather,28.0,58.72,20.32,6.76,15.21
2024-08-01,Wallet,110.0,39.12,12.4,6.68,8.31
2024-08-01,Custom,135.0,192.71,63.25,24.95,47.45
2024-08-02,Belt,72.0,31.88,9.53,5.19,6.94
